CASE_T,CASE_F,LOCATION,X,Y,floor,BUITYPE,FDATE,FAREA,TPRICE,UPRICE
租賃,建物,北投區大業路551號,121.498546,25.13735,4,店面(店鋪),650527,20.16,3,1636.9
租賃,房地(土地+建物),大安區復興南路一段101號,121.544059,25.043787,12,套房(1房(1廳)1衛),,18.18,3,1485.15
買賣,房地(土地+建物)+車位,內湖區南京東路六段346號,121.585117,25.05851,12,大樓(11層含以上有電梯),970407,35.51,1558,43.87
買賣,房地(土地+建物),內湖區康寧路三段99巷17弄36號,121.610085,25.072824,10,華廈(10層含以下有電梯),840511,34.93,1980,56.68
買賣,房地(土地+建物),內湖區環山路二段1號,121.570656,25.086314,5,公寓(5樓含以下無電梯),701002,28.86,1380,47.82
買賣,房地(土地+建物),中山區林森北路536號,121.525538,25.063838,14,大樓(11層含以上有電梯),940826,12.35,1130,91.5
租賃,建物,中山區中山北路二段93巷16號,121.524004,25.059279,12,住宅大樓(11層含以上有電梯),1020111,50.26,7,1452.45
租賃,建物,士林區通河街21號,121.523269,25.080092,8,華廈(10層含以下有電梯),1011112,37.83,4,938.41
租賃,建物,北投區大業路741號,121.502801,25.137498,4,公寓(5樓含以下無電梯),520101,289.24,25,864.33
買賣,房地(土地+建物)+車位,中山區新生北路二段68巷6號,121.526669,25.05669,12,大樓(11層含以上有電梯),1050602,39.2,2418,89.57
買賣,房地(土地+建物),內湖區康寧路三段189巷91號,121.612477,25.073056,10,華廈(10層含以下有電梯),831229,33.81,2030,60.04
買賣,房地(土地+建物),內湖區內湖路一段411巷9弄1號,121.571324,25.081989,4,公寓(5樓含以下無電梯),670707,19.88,1180,59.36
租賃,建物,中山區林森北路651號,121.525876,25.067612,9,華廈(10層含以下有電梯),961024,38.87,5,1312.07
租賃,建物,士林區忠義街76號,121.531717,25.106141,5,公寓(5樓含以下無電梯),750218,26.31,2,760.17
租賃,建物,中山區林森北路361號,121.525844,25.0574,18,住宅大樓(11層含以上有電梯),980916,18.84,5,2760.08
買賣,房地(土地+建物),內湖區陽光街161巷11號,121.585746,25.07458,5,華廈(10層含以下有電梯),1080716,12.77,1040,81.44
買賣,房地(土地+建物)+車位,中山區八德路二段311號,121.542741,25.047395,13,大樓(11層含以上有電梯),1071129,42.98,3330,98.99
租賃,建物,士林區士東路2巷21號,121.526756,25.111032,10,華廈(10層含以下有電梯),921106,36.06,7,1802.55
買賣,房地(土地+建物),中山區長安東路一段53巷1號,121.526661,25.048953,7,華廈(10層含以下有電梯),670502,17.61,900,51.11
買賣,房地(土地+建物)+車位,中山區敬業一路6號,121.55295,25.081181,10,華廈(10層含以下有電梯),931005,83.56,6688,80.04
買賣,房地(土地+建物),中山區中山北路二段20巷16號,121.521188,25.053495,6,華廈(10層含以下有電梯),660923,49.38,1400,28.35
買賣,房地(土地+建物),中山區松江路1號,121.5333,25.045835,13,大樓(11層含以上有電梯),701208,11.32,900,79.51
租賃,建物,文山區興隆路二段153巷1弄1號,121.548294,25.000571,4,公寓(5樓含以下無電梯),,26.46,2,869.24
買賣,房地(土地+建物),內湖區康寧路三段56巷46號,121.609052,25.068511,5,公寓(5樓含以下無電梯),690515,29.39,1800,61.25
租賃,建物,萬華區武昌街二段26號,121.507828,25.044443,4,店面(店鋪),,19.12,8,4184.1
租賃,房地(土地+建物),中正區羅斯福路二段6號,121.520858,25.028855,5,公寓(5樓含以下無電梯),780612,54.22,10,1844.34
租賃,建物,大同區市民大道一段201號,121.517532,25.04897,18,住宅大樓(11層含以上有電梯),980724,26.19,6,2100.04
租賃,建物,中正區延平南路156號,121.508422,25.038383,4,套房(1房(1廳)1衛),,5.77,1,2114.38
買賣,房地(土地+建物)+車位,中山區南京東路三段101號,121.539295,25.052147,12,大樓(11層含以上有電梯),711110,196.89,15500,81.99
租賃,建物,大同區市民大道一段201號,121.517532,25.04897,18,住宅大樓(11層含以上有電梯),980724,39.5,7,1645.57
買賣,房地(土地+建物)+車位,北投區文林北路136號,121.516713,25.10638,,大樓(11層含以上有電梯),,61.7,4650,75.36
買賣,房地(土地+建物)+車位,中正區羅斯福路三段211號,121.529811,25.019715,,大樓(11層含以上有電梯),,39.4,3486,115.24
買賣,房地(土地+建物),大同區重慶北路三段223巷1弄1號,121.514469,25.070774,,公寓(5樓含以下無電梯),,29.78,1380,46.34
買賣,房地(土地+建物)+車位,萬華區成都路101號,121.50435,25.043237,,大樓(11層含以上有電梯),,30.03,1715,57.11
買賣,房地(土地+建物),中正區羅斯福路三段211號,121.529811,25.019715,,大樓(11層含以上有電梯),,27.97,2888,103.25
買賣,房地(土地+建物)+車位,中正區杭州南路一段131巷11號,121.525917,25.036393,,華廈(10層含以下有電梯),,106.18,8000,75.34
買賣,房地(土地+建物),士林區承德路四段40巷21號,121.522855,25.082332,,公寓(5樓含以下無電梯),,9.29,420,45.21
買賣,房地(土地+建物),大安區復興南路二段151巷30弄21號,121.545666,25.027352,,大樓(11層含以上有電梯),,30.47,2198,72.14
買賣,房地(土地+建物)+車位,士林區社正路36號,121.509901,25.088771,,華廈(10層含以下有電梯),,36.57,1880,51.41
買賣,房地(土地+建物),大安區新生南路一段145巷6號,121.533441,25.035699,,公寓(5樓含以下無電梯),,38.21,3250,85.06
買賣,房地(土地+建物),信義區松德路231號,121.574937,25.034806,,華廈(10層含以下有電梯),,29.97,1838,61.33
買賣,房地(土地+建物),南港區福德街339巷1弄6號,121.589135,25.038943,,公寓(5樓含以下無電梯),,17.5,1168,66.74
買賣,房地(土地+建物)+車位,大同區延平北路一段106號,121.511714,25.052693,,大樓(11層含以上有電梯),,81.33,5198,75.99
買賣,房地(土地+建物),士林區德行東路219巷16號,121.53256,25.110129,,公寓(5樓含以下無電梯),,40.7,2088,51.3
買賣,房地(土地+建物),大安區延吉街151號,121.554373,25.0423,,華廈(10層含以下有電梯),,48.75,3889,79.77
買賣,建物,中正區師大路156號,121.526268,25.021025,,華廈(10層含以下有電梯),,31.77,300,9.44
買賣,建物,中正區羅斯福路一段86號,121.519767,25.030338,,大樓(11層含以上有電梯),,16.88,350,20.73
買賣,房地(土地+建物),萬華區富民路145巷35弄1號,121.501123,25.019067,,公寓(5樓含以下無電梯),,20.42,1398,68.46
買賣,房地(土地+建物),士林區雨聲街59巷6號,121.528277,25.102889,,公寓(5樓含以下無電梯),,31.7,1430,45.11
買賣,建物,萬華區西寧南路76號,121.505906,25.043006,,公寓(5樓含以下無電梯),,96.82,1980,20.45
買賣,房地(土地+建物),大安區安居街118巷11號,121.551908,25.01883,,公寓(5樓含以下無電梯),,22.73,1250,54.99
買賣,房地(土地+建物),文山區興隆路三段136號,121.557973,24.998799,,華廈(10層含以下有電梯),,9.19,710,77.26
買賣,房地(土地+建物),中正區南昌路一段121號,121.518309,25.0299,,大樓(11層含以上有電梯),,11.39,1368,120.11
買賣,房地(土地+建物),大安區潮州街106號,121.525847,25.028893,,公寓(5樓含以下無電梯),,34.5,3300,95.65
買賣,房地(土地+建物),文山區指南路二段45巷8弄16號,121.575867,24.988741,,公寓(5樓含以下無電梯),,30.2,1560,51.66
買賣,房地(土地+建物),大安區復興南路二段78巷30弄1號,121.542482,25.030875,,大樓(11層含以上有電梯),,420.96,8650,20.55
買賣,房地(土地+建物),北投區公館路301號,121.537284,25.00513,,公寓(5樓含以下無電梯),,49.22,1760,35.76
買賣,房地(土地+建物),大安區復興南路二段236號,121.543139,25.025126,,大樓(11層含以上有電梯),,21.89,2038,93.1
買賣,房地(土地+建物),大安區安和路二段181巷11號,121.55038,25.027403,,華廈(10層含以下有電梯),,40.31,3435,85.21
買賣,房地(土地+建物)+車位,萬華區環河南路二段21號,121.497788,25.03938,,大樓(11層含以上有電梯),,33.4,1710,55.9
買賣,房地(土地+建物),中正區金門街11巷11號,121.524086,25.021425,,華廈(10層含以下有電梯),,45.73,2700,59.04
買賣,房地(土地+建物)+車位,萬華區西寧南路126號,121.505939,25.041173,,大樓(11層含以上有電梯),,32.96,2150,65.23
買賣,房地(土地+建物),北投區溫泉路65巷16號,121.504419,25.135942,,大樓(11層含以上有電梯),,10.14,450,44.38
買賣,房地(土地+建物)+車位,士林區士東路46巷6號,121.527619,25.111571,,華廈(10層含以下有電梯),,108.14,6030,55.76
買賣,房地(土地+建物),文山區興隆路一段101號,121.541693,25.002721,,華廈(10層含以下有電梯),,28.58,1760,61.58
買賣,房地(土地+建物),北投區吉利街101號,121.506003,25.118518,,公寓(5樓含以下無電梯),,29.3,1320,45.05
買賣,房地(土地+建物)+車位,北投區中央北路四段18巷46弄16號,121.479004,25.136361,,華廈(10層含以下有電梯),,53.7,1720,32.03
買賣,房地(土地+建物),士林區福國路96號,121.522226,25.102105,,大樓(11層含以上有電梯),,36.96,2000,54.11
買賣,房地(土地+建物),松山區八德路三段199巷16號,121.556229,25.049085,,華廈(10層含以下有電梯),,17.57,1400,79.68
買賣,房地(土地+建物)+車位,士林區中山北路七段190巷12弄6號,121.533786,25.12486,,華廈(10層含以下有電梯),,96.86,5200,53.69
買賣,房地(土地+建物)+車位,南港區研究院路三段68巷16號,121.614029,25.035264,,公寓(5樓含以下無電梯),,28.25,1200,42.48
買賣,房地(土地+建物)+車位,大安區新生南路一段97巷36號,121.535769,25.041128,,華廈(10層含以下有電梯),,52.62,6088,115.7
買賣,房地(土地+建物)+車位,士林區中山北路六段157巷11號,121.524117,25.106847,,大樓(11層含以上有電梯),,39.35,2870,72.94
買賣,房地(土地+建物)+車位,信義區基隆路一段376號,121.560458,25.034897,,華廈(10層含以下有電梯),,130.03,10000,76.91
買賣,房地(土地+建物),中正區汀州路一段346號,121.512647,25.026457,,大樓(11層含以上有電梯),,44.45,3319,74.67
買賣,房地(土地+建物),大安區溫州街12巷24弄1號,121.533559,25.024989,,公寓(5樓含以下無電梯),,25.06,2120,84.6
買賣,房地(土地+建物)+車位,大同區雙連街76號,121.518797,25.059857,,大樓(11層含以上有電梯),,67.31,5490,91.91
買賣,房地(土地+建物),文山區興隆路一段70巷11弄11號,121.540594,25.002493,,公寓(5樓含以下無電梯),,34.39,1828,53.15
買賣,房地(土地+建物),中正區羅斯福路三段211號,121.529811,25.019715,,大樓(11層含以上有電梯),,27.97,2970,106.19
