CASE_T,DISTRICT,CASE_F,LOCATION,GTag_longitude,GTag_latitude,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE
租賃,中山區,建物,南京東路三段89巷27弄6號,121.538141 ,25.053678 ,1100303,土地:建物:1車位:,五層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061002,22.86,3,2,1,有,有,有,6,2755.91,否,,0,0,,,,,
租賃,士林區,建物,中山北路六段157巷11號,121.524117 ,25.106847 ,1100401,土地:建物:1車位:1,十二層,015,其他,見其他登記事項,鋼筋混凝土造,0971002,43.46,2,2,1,有,有,有,6,1449.61,是,坡道平面1,12.86,0,,,,,續租。含管理費、稅金或水電等費用。
租賃,士林區,建物,中山北路六段195巷6號,121.524478 ,25.107972 ,1100401,土地:建物:1車位:1,四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970506,55.64,3,2,2,有,有,有,7,1312.01,是,坡道平面1,0,6000,,,,,續租。
買賣,內湖區,房地(土地+建物)+車位,新富街56號,121.583138 ,25.059519 ,1100321,土地:1建物:1車位:2,十一層,013,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990209,98.59,3,2,2,有,有,,5700,57.82,是,坡道平面2,0,0,有,,,,建築物含有：其他增建。
買賣,內湖區,房地(土地+建物),東湖路106巷7弄26號,121.613681 ,25.068064 ,1100220,土地:3建物:1車位:,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750829,29.06,3,2,2,有,無,,1310,45.08,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
租賃,信義區,建物,忠孝東路五段406號,121.575036 ,25.040714 ,1100331,土地:建物:1車位:,十七層,018,辦公商業大樓,見使用執照,鋼筋混凝土造,0860121,23.91,1,1,1,有,無,有,3,1338.35,否,,0,0,,,,,
租賃,信義區,建物,松德路46號,121.576617 ,25.038906 ,1100331,土地:建物:1車位:,四層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740409,25.81,3,1,2,有,有,有,4,1394.81,否,,0,0,,,,,
買賣,中山區,房地(土地+建物),民生東路三段36號,121.540485 ,25.057596 ,1100418,土地:1建物:1車位:,九層,009,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850202,21.71,2,1,1,有,有,,1608,74.07,否,,0,0,有,,,,
買賣,中山區,房地(土地+建物),新生北路三段26號,121.527398 ,25.063721 ,1100407,土地:1建物:1車位:,十層,012,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700703,9.61,1,1,1,有,有,,625,65.04,否,,0,0,有,,,,建築物含有：陽台外推。
租賃,北投區,建物,大業路551號,121.498546 ,25.137350 ,1100401,土地:建物:1車位:,一層,004,店面(店鋪),商業用,鋼筋混凝土造,0650527,20.16,,,,無,無,無,3,1636.9,否,,0,0,,,,,
租賃,大安區,房地(土地+建物),復興南路一段101號,121.544059 ,25.043787 ,1100401,土地:1建物:1車位:,八層,012,套房(1房(1廳)1衛),住家用,鋼筋混凝土造,,18.18,1,1,1,有,有,有,3,1485.15,否,,0,0,,,,,含管理費、稅金或水電等費用。
買賣,內湖區,房地(土地+建物)+車位,南京東路六段346號,121.585117 ,25.058510 ,1100411,土地:1建物:1車位:1,四層,012,大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970407,35.51,2,2,1,有,有,,1558,43.87,是,坡道平面1,0,0,有,,,,
買賣,內湖區,房地(土地+建物),康寧路三段99巷17弄36號,121.610085 ,25.072824 ,1100322,土地:1建物:1車位:,七層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840511,34.93,4,1,2,有,有,,1980,56.68,否,,0,0,有,,,,
買賣,內湖區,房地(土地+建物),環山路二段1號,121.570656 ,25.086314 ,1100330,土地:1建物:1車位:,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701002,28.86,3,2,2,有,無,,1380,47.82,否,,0,0,無,,,,建築物含有：陽台外推。
買賣,中山區,房地(土地+建物),林森北路536號,121.525538 ,25.063838 ,1100403,土地:1建物:1車位:,七層,014,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940826,12.35,2,1,1,有,有,,1130,91.5,否,,0,0,有,,,,建築物含有：夾層、其他增建。
租賃,中山區,建物,中山北路二段93巷16號,121.524004 ,25.059279 ,1100331,土地:建物:1車位:,四層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020111,50.26,3,2,2,有,有,有,7,1452.45,否,,0,0,,,,,
租賃,士林區,建物,通河街21號,121.523269 ,25.080092 ,1100331,土地:建物:1車位:1,三層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1011112,37.83,2,1,1,有,有,無,4,938.41,是,坡道平面1,10.32,0,,,,,
租賃,北投區,建物,大業路741號,121.502801 ,25.137498 ,520101,土地:建物:2車位:,見其他登記事項,004,公寓(5樓含以下無電梯),住商用,加強磚造,0520101,289.24,22,0,22,有,無,無,25,864.33,否,,0,0,,,,,
買賣,中山區,房地(土地+建物)+車位,新生北路二段68巷6號,121.526669 ,25.056690 ,1100310,土地:1建物:1車位:1,七層,012,大樓(11層含以上有電梯),住家用,見其他登記事項,1050602,39.2,2,1,1,有,有,,2418,89.57,否,坡道平面1,13.99,160,有,,,,
買賣,內湖區,房地(土地+建物),康寧路三段189巷91號,121.612477 ,25.073056 ,1100325,土地:1建物:1車位:,六層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831229,33.81,3,2,1,有,無,,2030,60.04,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,內湖區,房地(土地+建物),內湖路一段411巷9弄1號,121.571324 ,25.081989 ,1100409,土地:4建物:1車位:,三層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670707,19.88,3,1,2,有,無,,1180,59.36,否,,0,0,無,,,,建築物含有：陽台外推。
租賃,中山區,建物,林森北路651號,121.525876 ,25.067612 ,1100401,土地:建物:1車位:,六層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961024,38.87,3,2,2,有,有,有,5,1312.07,否,,0,0,,,,,續租。
租賃,士林區,建物,忠義街76號,121.531717 ,25.106141 ,1100402,土地:建物:1車位:,地下層,005,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0750218,26.31,2,2,1,有,無,無,2,760.17,否,,0,0,,,,,租賃期間含免租金裝潢期。
租賃,中山區,建物,林森北路361號,121.525844 ,25.057400 ,1100331,土地:建物:1車位:,十一層,018,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,18.84,1,1,1,有,有,有,5,2760.08,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。續租。含管理費、稅金或水電等費用。
買賣,內湖區,房地(土地+建物),陽光街161巷11號,121.585746 ,25.074580 ,1100412,土地:1建物:1車位:,五層,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,12.77,2,1,1,有,有,,1040,81.44,否,,0,0,有,,,,
買賣,中山區,房地(土地+建物)+車位,八德路二段311號,121.542741 ,25.047395 ,1100212,土地:1建物:1車位:1,五層,013,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071129,42.98,2,2,1,有,有,,3330,98.99,否,坡道平面1,12.37,300,有,,,,
租賃,士林區,建物,士東路2巷21號,121.526756 ,25.111032 ,1100331,土地:建物:1車位:,三層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921106,36.06,3,2,2,有,有,有,7,1802.55,否,,0,0,,,,,
買賣,中山區,房地(土地+建物),長安東路一段53巷1號,121.526661 ,25.048953 ,1100206,土地:1建物:1車位:,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670502,17.61,1,2,2,有,有,,900,51.11,否,,0,0,有,,,,建築物含有：陽台外推。
買賣,中山區,房地(土地+建物)+車位,敬業一路6號,121.552950 ,25.081181 ,1100407,土地:1建物:1車位:2,五層,010,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0931005,83.56,4,2,2,有,有,,6688,80.04,是,坡道平面2,0,600,有,,,,
買賣,中山區,房地(土地+建物),中山北路二段20巷16號,121.521188 ,25.053495 ,1100331,土地:1建物:1車位:,二層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660923,49.38,3,2,2,有,無,,1400,28.35,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,中山區,房地(土地+建物),松江路1號,121.533300 ,25.045835 ,1100419,土地:1建物:1車位:,九層,013,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701208,11.32,1,1,1,有,有,,900,79.51,否,,0,0,有,,,,
租賃,文山區,建物,興隆路二段153巷1弄1號,121.548294 ,25.000571 ,1100331,土地:建物:1車位:,一層,004,公寓(5樓含以下無電梯),住家用,加強磚造,,26.46,3,2,2,有,無,有,2,869.24,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物),康寧路三段56巷46號,121.609052 ,25.068511 ,1100310,土地:1建物:1車位:,一層,005,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0690515,29.39,3,2,1,有,無,,1800,61.25,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
租賃,萬華區,建物,武昌街二段26號,121.507828 ,25.044443 ,1100331,土地:建物:1車位:,一層,004,店面(店鋪),,加強磚造,,19.12,,,,無,無,無,8,4184.1,否,,0,0,,,,,續租。
租賃,中正區,房地(土地+建物),羅斯福路二段6號,121.520858 ,25.028855 ,1100323,土地:1建物:2車位:,見其他登記事項,005,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0780612,54.22,,,,無,無,有,10,1844.34,否,,0,0,,,,,租賃層次為:一樓、夾層及地下一層
租賃,大同區,建物,市民大道一段201號,121.517532 ,25.048970 ,1100331,土地:建物:1車位:,十四層,018,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,26.19,1,1,1,有,有,有,6,2100.04,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。續租。含管理費、稅金或水電等費用。
買賣,北投區,車位,行義路130巷21號,121.529871 ,25.129740 ,1100331,土地:1建物:1車位:1,"地下一層,地下二層,地下三層",014,,共有部分,鋼筋混凝土造,0860306,10.87,,,,有,有,,180,0,-,坡道平面1,10.87,180,有,,,,僅車位交易。
租賃,中正區,建物,延平南路156號,121.508422 ,25.038383 ,1100331,土地:建物:車位:,二層,004,套房(1房(1廳)1衛),,鋼筋混凝土造,,5.77,1,0,1,有,無,有,1,2114.38,否,,0,0,,,,,此為分租套房，房號207，第2層分成4間，一間平均面積為19.07平方公尺
買賣,中山區,房地(土地+建物)+車位,南京東路三段101號,121.539295 ,25.052147 ,1100317,土地:2建物:2車位:1,十層,012,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0711110,196.89,5,1,0,有,有,,15500,81.99,否,坡道平面1,12.12,350,有,,,,
租賃,大同區,建物,市民大道一段201號,121.517532 ,25.048970 ,1100331,土地:建物:1車位:,十六層,018,住宅大樓(11層含以上有電梯),共有部分,見其他登記事項,0980724,39.5,3,2,2,有,無,有,7,1645.57,否,,0,0,,,,,
買賣,北投區,房地(土地+建物)+車位,文林北路136號,121.516713 ,25.106380 ,1100319,土地:1建物:1車位:1,三層,,大樓(11層含以上有電梯),住家用,,,61.7,3,2,2,有,有,,4650,75.36,是,坡道平面1,7.95,0,有,,,,
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080516,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,39.4,2,2,2,有,有,,3486,115.24,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大同區,房地(土地+建物),重慶北路三段223巷1弄1號,121.514469 ,25.070774 ,1100316,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,29.78,0,1,1,有,無,,1380,46.34,否,,0,0,無,,,,
買賣,萬華區,房地(土地+建物)+車位,成都路101號,121.504350 ,25.043237 ,1100206,土地:1建物:1車位:1,二十層,,大樓(11層含以上有電梯),住家用,,,30.03,1,1,1,有,有,,1715,57.11,是,坡道平面1,10.64,0,有,,,,
買賣,中正區,房地(土地+建物),羅斯福路三段211號,121.529811 ,25.019715 ,1080427,土地:1建物:1車位:,二層,,大樓(11層含以上有電梯),見其他登記事項,,,27.97,2,2,2,有,有,,2888,103.25,否,,0,0,有,,,,預售屋、或土地及建物分次登記案件。
買賣,中正區,房地(土地+建物)+車位,杭州南路一段131巷11號,121.525917 ,25.036393 ,1100323,土地:2建物:1車位:1,五層,,華廈(10層含以下有電梯),住家用,,,106.18,4,3,4,有,無,,8000,75.34,是,坡道平面1,10.19,0,有,,,,
買賣,士林區,房地(土地+建物),承德路四段40巷21號,121.522855 ,25.082332 ,1100331,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,9.29,2,1,1,有,有,,420,45.21,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。天井、花台加蓋
買賣,大安區,房地(土地+建物),復興南路二段151巷30弄21號,121.545666 ,25.027352 ,1100423,土地:1建物:1車位:,四層,,大樓(11層含以上有電梯),住家用,,,30.47,3,2,1,有,有,,2198,72.14,否,,0,0,有,,,,
買賣,士林區,房地(土地+建物)+車位,社正路36號,121.509901 ,25.088771 ,1100425,土地:1建物:1車位:1,四層,,華廈(10層含以下有電梯),住家用,,,36.57,2,2,1,有,有,,1880,51.41,是,塔式車位1,3.82,0,有,,,,
買賣,大安區,房地(土地+建物),新生南路一段145巷6號,121.533441 ,25.035699 ,1100310,土地:2建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,38.21,4,2,2,有,無,,3250,85.06,否,,0,0,無,,,,
買賣,信義區,房地(土地+建物),松德路231號,121.574937 ,25.034806 ,1100418,土地:2建物:1車位:,七層,,華廈(10層含以下有電梯),住家用,,,29.97,2,2,1,有,有,,1838,61.33,否,,0,0,有,,,,
買賣,南港區,房地(土地+建物),福德街339巷1弄6號,121.589135 ,25.038943 ,1100312,土地:1建物:1車位:,"三層,陽臺",,公寓(5樓含以下無電梯),住家用,,,17.5,2,2,1,有,無,,1168,66.74,否,,0,0,無,,,,
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1080612,土地:1建物:1車位:2,十四層,,大樓(11層含以上有電梯),住家用,,,81.33,4,2,2,有,有,,5198,75.99,否,坡道平面2,19.51,500,有,,,,預售屋、或土地及建物分次登記案件。
買賣,士林區,房地(土地+建物),德行東路219巷16號,121.532560 ,25.110129 ,1100325,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,40.7,4,2,2,有,無,,2088,51.3,否,,0,0,無,,,,建築物含有：陽台外推。
買賣,大安區,房地(土地+建物),延吉街151號,121.554373 ,25.042300 ,1100407,土地:1建物:1車位:,四層,,華廈(10層含以下有電梯),住家用,,,48.75,4,2,2,有,有,,3889,79.77,否,,0,0,有,,,,建築物含有：陽台外推。
買賣,中正區,建物,師大路156號,121.526268 ,25.021025 ,1100418,土地:0建物:1車位:,二層,,華廈(10層含以下有電梯),商業用,,,31.77,,,,無,無,,300,9.44,-,,0,0,有,,,,
買賣,中正區,建物,羅斯福路一段86號,121.519767 ,25.030338 ,1100420,土地:0建物:1車位:1,十一層,,大樓(11層含以上有電梯),見其他登記事項,,,16.88,3,2,2,有,有,,350,20.73,-,升降機械1,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。建築物含有：陽臺外推。特殊交易情況、條件：含租約。
買賣,萬華區,房地(土地+建物),富民路145巷35弄1號,121.501123 ,25.019067 ,1100408,土地:1建物:1車位:,一層,,公寓(5樓含以下無電梯),住家用,,,20.42,3,2,2,有,無,,1398,68.46,否,,0,0,無,,,,
買賣,士林區,房地(土地+建物),雨聲街59巷6號,121.528277 ,25.102889 ,1100406,土地:11建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,31.7,3,2,2,有,無,,1430,45.11,否,,0,0,無,,,,
買賣,萬華區,建物,西寧南路76號,121.505906 ,25.043006 ,1100119,土地:0建物:1車位:,"三層,四層",,公寓(5樓含以下無電梯),商業用,,,96.82,4,3,3,有,無,,1980,20.45,-,,0,0,無,,,,建築物含有：頂樓加蓋、其他增建。
買賣,大安區,房地(土地+建物),安居街118巷11號,121.551908 ,25.018830 ,1100424,土地:1建物:1車位:,"四層,陽臺",,公寓(5樓含以下無電梯),住家用,,,22.73,5,2,2,有,無,,1250,54.99,否,,0,0,無,,,,建築物含有：頂樓加蓋。
買賣,內湖區,車位,文德路266號,121.589061 ,25.078865 ,1100422,土地:2建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,地下一層,地下二層,地下三層,地下四層",,,停車空間,,,10.45,,,,有,有,,210,0,-,坡道平面1,10.45,210,有,,,,僅車位交易。
買賣,文山區,房地(土地+建物),興隆路三段136號,121.557973 ,24.998799 ,1100427,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,9.19,1,1,1,有,有,,710,77.26,否,,0,0,有,,,,
買賣,中正區,房地(土地+建物),南昌路一段121號,121.518309 ,25.029900 ,1100407,土地:2建物:1車位:,十四層,,大樓(11層含以上有電梯),住家用,,,11.39,0,1,1,有,有,,1368,120.11,否,,0,0,有,,,,
買賣,大安區,房地(土地+建物),潮州街106號,121.525847 ,25.028893 ,1100407,土地:2建物:1車位:,"四層,陽臺",,公寓(5樓含以下無電梯),,,,34.5,5,4,4,有,無,,3300,95.65,否,,0,0,無,,,,建築物含有：陽台外推、頂樓加蓋、其他增建。
買賣,文山區,房地(土地+建物),指南路二段45巷8弄16號,121.575867 ,24.988741 ,1100409,土地:1建物:1車位:,"三層,陽臺",,公寓(5樓含以下無電梯),住家用,,,30.2,5,0,5,有,無,,1560,51.66,否,,0,0,無,,,,建築物含有：陽臺外推、其他增建。
買賣,大安區,房地(土地+建物),復興南路二段78巷30弄1號,121.542482 ,25.030875 ,1100331,土地:1建物:1車位:,地下二層,,大樓(11層含以上有電梯),商業用,,,420.96,,,,無,無,,8650,20.55,否,,0,0,有,,,,
買賣,北投區,房地(土地+建物),公館路301號,121.537284 ,25.005130 ,1100406,土地:1建物:1車位:,一層,,公寓(5樓含以下無電梯),商業用,,,49.22,1,1,0,有,無,,1760,35.76,否,,0,0,無,,,,
買賣,大安區,房地(土地+建物),復興南路二段236號,121.543139 ,25.025126 ,1100321,土地:1建物:1車位:,十一層,,大樓(11層含以上有電梯),住家用,,,21.89,2,2,1,有,有,,2038,93.1,否,,0,0,有,,,,
