CASE_T,DISTRICT,CASE_F,LOCATION,GTag_longitude,GTag_latitude,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE
租賃,信義區,建物,信義路六段76巷2弄36號,121.575916 ,25.033702 ,1100406,土地:建物:1車位:,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760821,34.72,3,2,2,有,無,有,4,1065.67,否,,0,0,,,,,
租賃,士林區,建物,忠義街76號,121.531717 ,25.106141 ,1100331,土地:建物:1車位:,一層,005,店面(店鋪),住家用,鋼筋混凝土造,0750218,28.54,2,2,1,有,無,無,5,1751.93,否,,0,0,,,,,租賃期間含免租金裝潢期。
租賃,士林區,建物,德行東路296號,121.536345 ,25.110023 ,1100401,土地:建物:1車位:,一層,005,店面(店鋪),見使用執照,鋼筋混凝土造,0690626,37.97,2,2,2,有,無,無,4,1145.64,否,,0,0,,,,,含增建或未登記建物。
租賃,中山區,建物,中山北路二段115巷26號,121.524617 ,25.060762 ,1100401,土地:建物:1車位:,三層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0991110,20.13,1,2,1,有,有,有,4,1738.7,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
租賃,中山區,建物,松江路316號,121.532841 ,25.060482 ,1100331,土地:建物:1車位:,十二層,014,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0980521,77.34,,,,無,有,有,14,1810.19,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。續租。含管理費、稅金或水電等費用。
租賃,大安區,建物,金山南路二段196號,121.525963 ,25.027927 ,1100401,土地:建物:1車位:,十二層,012,辦公商業大樓,商業用,鋼筋混凝土造,0810813,158.66,,,,無,無,有,28,1733.27,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄81號,121.584065 ,25.076516 ,1070211,土地:1建物:1車位:1,十八層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,38.5,2,2,1,有,無,,2786,80.98,否,坡道平面1,7.43,270,有,,,,
租賃,中山區,建物,建國北路二段6號,121.536439 ,25.052754 ,1100401,土地:建物:1車位:,三層,014,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0950713,18.56,1,1,1,有,有,有,4,1965.19,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。續租。含管理費、稅金或水電等費用。
租賃,中山區,建物,建國北路一段33巷41號,121.539698 ,25.047854 ,1100406,土地:建物:1車位:,三層,006,華廈(10層含以下有電梯),共有部分,鋼筋混凝土造,0701230,34.51,3,2,2,有,有,有,3,927.27,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。
買賣,中山區,房地(土地+建物),龍江路209巷21號,121.541394 ,25.056574 ,1100419,土地:1建物:1車位:,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591009,31.36,3,2,2,有,無,,1750,55.8,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
租賃,信義區,建物,信義路五段116號,121.568527 ,25.032578 ,1100406,土地:建物:1車位:,十八層,019,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,29.28,2,2,2,有,有,有,6,1878.42,否,,0,0,,,,,
租賃,中正區,建物,紹興北街31巷1號,121.525598 ,25.045179 ,1100401,土地:建物:1車位:,一層,008,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0760114,43.8,1,1,1,有,無,有,6,1298.84,否,,0,0,,,,,續租。
買賣,內湖區,房地(土地+建物),康寧路三段189巷11號,121.612480 ,25.070318 ,1100307,土地:1建物:1車位:,"五層,夾層",005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770126,57.39,3,2,3,有,無,,1850,32.24,否,,0,0,無,,,,建築物含有：其他增建、陽台外推、夾層。
買賣,中山區,房地(土地+建物)+車位,松江路77巷1號,121.534098 ,25.049800 ,1100416,土地:2建物:1車位:1,"一層,二層,騎樓,地下一層,地下二層,地下三層",011,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0931224,17.29,,,,無,有,,1050,60.73,是,塔式車位1,9.72,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,內湖區,房地(土地+建物)+車位,民權東路六段210巷21弄6號,121.598045 ,25.066628 ,1100417,土地:1建物:1車位:1,五層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081111,17.9,1,1,1,有,有,,1426,79.66,是,塔式車位1,0,0,有,,,,
租賃,大同區,建物,市民大道一段206號,121.518817 ,25.048196 ,1100331,土地:建物:1車位:,十六層,018,套房(1房(1廳)1衛),住家用,見其他登記事項,0980724,13.04,1,1,1,有,有,有,3,1917.18,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
買賣,內湖區,房地(土地+建物)+車位,民權東路六段190巷51號,121.594151 ,25.065107 ,1100412,土地:1建物:1車位:2,"四層,五層",005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990510,128.44,4,2,4,有,有,,9068,70.6,是,坡道平面2,0,0,有,,,,
租賃,萬華區,建物,雙和街86號,121.501394 ,25.027825 ,1100406,土地:建物:1車位:,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640508,9.36,2,1,1,有,無,有,1,961.54,否,,0,0,,,,,台北市都發局社會住宅包租代管計畫
買賣,文山區,車位,政大一街236號,121.584891 ,24.986080 ,1100317,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,屋頂突出物,地下一層,地下二層,地下三層",005,,見其他登記事項,鋼筋混凝土造,1031113,10.01,,,,有,有,,150,0,-,坡道平面1,10.01,150,有,,,,僅車位交易。
租賃,中正區,建物,中華路一段85巷11號,121.508512 ,25.041316 ,1100402,土地:建物:車位:,二層,004,套房(1房(1廳)1衛),,加強磚造,,7.73,1,0,1,有,無,有,1,1875.81,否,,0,0,,,,,此為分租套房，房號203，第2層分成3間，一間平均面積為25.56平方公尺
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄81號,121.584065 ,25.076516 ,1091207,土地:1建物:1車位:2,二十三層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,76.4,3,2,2,有,有,,6370,95.55,否,坡道平面2,16.01,600,有,,,,預售屋、或土地及建物分次登記案件。
買賣,萬華區,房地(土地+建物),艋舺大道436號,121.491557 ,25.028497 ,1100403,土地:3建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,30.28,3,2,1,有,無,,1030,34.02,否,,0,0,無,,,,建築物含有：陽台外推。
買賣,士林區,房地(土地+建物),大西路11號,121.524088 ,25.089901 ,1100329,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,25.1,0,1,1,有,無,,1172,46.69,否,,0,0,無,,,,建築物含有：其他增建。
買賣,大同區,房地(土地+建物),承德路三段143巷11號,121.519110 ,25.067751 ,1100318,土地:2建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,23.97,2,1,1,有,無,,800,33.38,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,文山區,房地(土地+建物),景華街21號,121.542058 ,24.995069 ,1100408,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,23.27,1,1,1,有,無,,1130,48.56,否,,0,0,無,,,,
買賣,信義區,房地(土地+建物),和平東路三段166號,121.548051 ,25.024424 ,1100320,土地:2建物:1車位:,四層,,大樓(11層含以上有電梯),住家用,,,13.64,1,0,1,有,有,,1150,84.31,否,,0,0,有,,,,
買賣,萬華區,房地(土地+建物)+車位,桂林路106號,121.500001 ,25.038357 ,1100408,土地:1建物:1車位:1,四層,,大樓(11層含以上有電梯),住家用,,,32,2,2,1,有,有,,1750,58.68,否,坡道機械1,4.22,120,有,,,,
買賣,信義區,房地(土地+建物)+車位,中坡南路201巷1號,121.584602 ,25.041277 ,1100326,土地:1建物:1車位:1,"四層,五層",,華廈(10層含以下有電梯),住家用,,,60.86,3,2,2,有,有,,3090,50.77,是,升降平面1,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,大安區,房地(土地+建物)+車位,信義路二段86巷26號,121.525788 ,25.033798 ,1100319,土地:1建物:1車位:1,"十五層,十六層",,大樓(11層含以上有電梯),住家用,,,85.29,8,3,3,有,有,,8018,94.01,是,坡道平面1,0,350,有,,,,
買賣,大同區,房地(土地+建物),民權西路226號,121.513242 ,25.062797 ,1100319,土地:1建物:1車位:,十二層,,大樓(11層含以上有電梯),住家用,,,26.42,3,1,1,有,有,,1500,56.78,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,文山區,房地(土地+建物),福興路78巷20弄41號,121.551514 ,25.004916 ,1100313,土地:2建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,25.98,3,2,1,有,無,,1150,44.26,否,,0,0,無,,,,建築物含有：頂樓加蓋。
買賣,中正區,房地(土地+建物),同安街80巷21號,121.519617 ,25.022323 ,1100403,土地:2建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,10.29,1,1,1,有,無,,565,54.91,否,,0,0,無,,,,建築物含有：其他增建、陽臺外推。
買賣,信義區,土地,三興段三小段421號,121.553838 ,25.024391 ,1100419,土地:1建物:0車位:,,,,,,,0,,,,無,無,,165,16.91,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,士林區,房地(土地+建物),光華路26巷1號,121.542210 ,25.137391 ,1100309,土地:2建物:2車位:,二層,,華廈(10層含以下有電梯),住家用,,,26.76,7,0,1,有,無,,1100,41.11,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,文山區,車位,景興路153巷11號,121.545575 ,24.994004 ,1100404,土地:1建物:1車位:1,地下二層,,,見使用執照,,,5.67,,,,無,有,,72,0,-,坡道機械1,5.67,72,有,,,,僅車位交易。
買賣,大安區,房地(土地+建物),信義路四段186號,121.551698 ,25.032945 ,1100327,土地:2建物:1車位:,八層,,大樓(11層含以上有電梯),住家用,,,19.5,2,2,1,有,有,,2030,104.1,否,,0,0,有,,,,
買賣,士林區,房地(土地+建物),天母東路81巷31號,121.534949 ,25.119168 ,1100409,土地:4建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,29.58,3,2,2,有,無,,1436,48.55,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
買賣,大安區,房地(土地+建物)+車位,臥龍街316號,121.559948 ,25.016603 ,1100404,土地:2建物:1車位:1,四層,,大樓(11層含以上有電梯),住家用,,,38.77,2,2,1,有,有,,2330,60.1,是,坡道平面1,13.92,0,有,,,,
買賣,中正區,建物,師大路156號,121.526268 ,25.021025 ,1100418,土地:0建物:1車位:8,防空避難室,,華廈(10層含以下有電梯),見使用執照,,,98.09,,,,無,無,,700,7.14,-,坡道平面8,0,0,有,,,,
買賣,信義區,房地(土地+建物),基隆路一段131號,121.566559 ,25.044250 ,1100401,土地:2建物:1車位:,四層,,大樓(11層含以上有電梯),見其他登記事項,,,9.93,1,1,1,有,有,,1190,119.84,否,,0,0,有,,,,建築物含有：夾層、其他增建。
買賣,萬華區,房地(土地+建物),青年路178巷6號,121.502644 ,25.020546 ,1100208,土地:2建物:1車位:,"二層,陽臺",,公寓(5樓含以下無電梯),住家用,,,17.99,2,2,2,有,無,,775,43.08,否,,0,0,無,,,,建築物含有：其他增建。平台外移
買賣,大同區,房地(土地+建物)+車位,延平北路一段126號,121.511696 ,25.053096 ,1070817,土地:1建物:1車位:1,一層,,大樓(11層含以上有電梯),見其他登記事項,,,58.03,3,2,2,有,有,,4280,82.64,否,坡道平面1,9.75,290,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大安區,房地(土地+建物),羅斯福路二段77巷11號,121.524658 ,25.026038 ,1100403,土地:1建物:1車位:,"五層,電梯樓梯間",,公寓(5樓含以下無電梯),住家用,,,13.83,2,1,1,有,無,,1220,88.21,否,,0,0,無,,,,建築物含有：陽台外推、頂樓加蓋、其他增建。
買賣,信義區,房地(土地+建物),永吉路468巷3弄6號,121.579018 ,25.045067 ,1100221,土地:29建物:1車位:,"一層,二層",,透天厝,住家用,,,37.46,5,3,3,有,無,,2675,71.41,-,,0,0,無,,,,
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080710,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,39.03,2,2,2,有,有,,3470,116.2,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,萬華區,房地(土地+建物),西昌街206號,121.500486 ,25.037303 ,1100408,土地:1建物:1車位:,一層,,公寓(5樓含以下無電梯),商業用,,,37.33,3,2,2,有,無,,1200,32.15,否,,0,0,無,,,,
買賣,士林區,房地(土地+建物),社中街210巷16號,121.509185 ,25.091346 ,1100322,土地:1建物:1車位:,二層,,大樓(11層含以上有電梯),見其他登記事項,,,38.64,3,2,2,有,有,,1738,44.98,否,,0,0,有,,,,
買賣,北投區,土地,桃源段四小段151號,121.505213 ,25.097122 ,1100421,土地:1建物:0車位:,,,,,,,0,,,,無,無,,31,4.64,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,大安區,房地(土地+建物),忠孝東路四段101巷16號,121.547966 ,25.042466 ,1100329,土地:3建物:1車位:,二層,,華廈(10層含以下有電梯),住家用,,,55.55,1,1,2,有,有,,5000,90.01,否,,0,0,有,,,,建築物含有：其他增建。
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1080612,土地:1建物:1車位:1,十八層,,大樓(11層含以上有電梯),住家用,,,59.64,3,2,2,有,有,,4236,79.7,否,坡道平面1,9.75,260,有,,,,預售屋、或土地及建物分次登記案件。買賣日期1080812
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080518,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,36.63,2,2,2,有,有,,3090,112.24,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,萬華區,房地(土地+建物),環河南路二段250巷42弄1號,121.490863 ,25.033964 ,1100414,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,26.84,3,1,1,有,無,,400,14.9,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1080117,土地:1建物:1車位:1,八層,,大樓(11層含以上有電梯),住家用,,,71.58,4,2,2,有,有,,4835,73.51,否,坡道平面1,9.75,290,有,,,,預售屋、或土地及建物分次登記案件。
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080611,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,39.03,2,2,2,有,有,,3288,109.69,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大安區,房地(土地+建物),建國南路一段212巷11號,121.537060 ,25.039785 ,1100328,土地:1建物:1車位:,二層,,華廈(10層含以下有電梯),住家用,,,27.42,3,2,2,有,無,,2768,100.95,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,北投區,房地(土地+建物),溫泉路131號,121.512165 ,25.139382 ,1100410,土地:2建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,21.11,2,1,1,有,有,,540,25.58,否,,0,0,無,,,,建築物含有：陽台外推。增設一鐵門由兩戶共用
買賣,大同區,房地(土地+建物)+車位,民權西路236號,121.512935 ,25.062784 ,1100319,土地:3建物:1車位:1,七層,,大樓(11層含以上有電梯),住家用,,,62.19,4,2,2,有,有,,4100,70.77,否,坡道機械1,5.95,120,有,,,,
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080322,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,41.24,2,2,2,有,有,,3500,108.68,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,北投區,房地(土地+建物)+車位,三合街一段82巷66號,121.504715 ,25.128499 ,1100426,土地:1建物:1車位:1,二層,,華廈(10層含以下有電梯),住家用,,,77.55,3,2,2,有,有,,4450,64.48,否,坡道平面1,13.19,300,有,,,,
買賣,中正區,房地(土地+建物)+車位,延平南路151號,121.507816 ,25.035558 ,1100108,土地:1建物:1車位:1,十五層,,大樓(11層含以上有電梯),住家用,,,66.26,,,,無,有,,5550,96.26,否,坡道平面1,12.45,370,有,,,,特殊交易情況、條件：毛胚屋。
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1090206,土地:1建物:1車位:1,十五層,,大樓(11層含以上有電梯),住家用,,,59.64,3,2,2,有,有,,4168,77.93,否,坡道平面1,9.75,280,有,,,,預售屋、或土地及建物分次登記案件。
買賣,南港區,房地(土地+建物)+車位,成福路194巷6號,121.587890 ,25.040737 ,1100404,土地:1建物:1車位:1,五層,,華廈(10層含以下有電梯),住家用,,,21.1,2,1,1,有,有,,1500,75.17,否,升降機械1,3.54,180,有,,,,
買賣,南港區,房地(土地+建物)+車位,重陽路481號,121.611414 ,25.060544 ,1100318,土地:1建物:1車位:3,十九層,,大樓(11層含以上有電梯),住家用,,,161.9,,,,無,有,,9580,74.14,否,坡道平面3,42.8,750,有,,,,
買賣,士林區,土地,至善段七小段36號,121.581036 ,25.114252 ,1100423,土地:1建物:0車位:,,,,,,,0,,,,無,無,,17,4.99,-,,0,0,無,,,,
買賣,士林區,房地(土地+建物)+車位,至善路二段1號,121.543049 ,25.097404 ,1100315,土地:2建物:1車位:1,二層,,華廈(10層含以下有電梯),住家用,,,63.6,4,2,2,有,有,,3275,51.49,是,坡道平面1,13.49,0,有,,,,
買賣,中正區,房地(土地+建物)+車位,忠孝東路一段161號,121.526719 ,25.044215 ,1100416,土地:1建物:1車位:1,八層,,大樓(11層含以上有電梯),見其他登記事項,,,23.17,1,1,1,有,無,,2228,96.16,是,塔式車位1,6.27,0,無,,,,
買賣,士林區,房地(土地+建物),中山北路七段232巷16號,121.533840 ,25.127013 ,1100222,土地:2建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,51,3,2,2,有,有,,2260,44.31,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,中正區,房地(土地+建物),羅斯福路三段211號,121.529811 ,25.019715 ,1080321,土地:1建物:1車位:,十三層,,大樓(11層含以上有電梯),見其他登記事項,,,25.57,2,2,2,有,有,,2928,114.51,否,,0,0,有,,,,預售屋、或土地及建物分次登記案件。
買賣,士林區,土地,光華段二小段61號,121.523453 ,25.077257 ,1100308,土地:1建物:0車位:,,,,,,,0,,,,無,無,,734,86.66,-,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,文山區,房地(土地+建物),辛亥路四段209巷21號,121.558531 ,25.006268 ,1040602,土地:1建物:1車位:,二十三層,,大樓(11層含以上有電梯),見其他登記事項,,,26.95,2,2,1,有,有,,1789,66.38,否,,0,0,有,,,,都市更新權利變換現地安置戶分回房地案件，依計畫書核定版之房地總價登錄。
買賣,松山區,房地(土地+建物),三民路136巷21號,121.564342 ,25.060684 ,1100402,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,28.98,3,2,2,有,無,,2135,73.67,否,,0,0,無,,,,建築物含有：其他增建。
買賣,萬華區,房地(土地+建物),青年路161號,121.502966 ,25.023446 ,1100405,土地:1建物:1車位:,"一層,騎樓",,公寓(5樓含以下無電梯),商業用,,,12.58,0,1,1,有,有,,1200,95.39,否,,0,0,無,,,,建築物含有：其他增建。
買賣,北投區,房地(土地+建物)+車位,中央北路四段583巷6號,121.465733 ,25.125066 ,1100407,土地:1建物:1車位:1,五層,,華廈(10層含以下有電梯),住家用,,,57.68,3,2,2,有,有,,2450,42.48,是,一樓平面1,8.02,0,有,,,,
買賣,士林區,房地(土地+建物),美崙街84巷6號,121.521578 ,25.097103 ,1100113,土地:1建物:1車位:,"一層,二層",,透天厝,住家用,,,32.56,2,2,2,有,無,,3070,94.29,-,,0,0,無,,,,建築物含有：其他增建、頂樓加蓋。
買賣,文山區,房地(土地+建物)+車位,木柵路三段48巷1弄11號,121.564783 ,24.987829 ,1100328,土地:1建物:1車位:1,"八層,電梯樓梯間",,華廈(10層含以下有電梯),住家用,,,63.79,4,2,2,有,有,,3000,47.03,是,坡道平面1,0,0,有,,,,建築物含有：陽臺外推、其他增建。
買賣,信義區,房地(土地+建物),光復南路561號,121.557601 ,25.030989 ,1100404,土地:1建物:1車位:,四層,,大樓(11層含以上有電梯),見其他登記事項,,,20.08,1,2,1,有,有,,1810,90.14,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,信義區,房地(土地+建物),吳興街600巷76弄86號,121.569840 ,25.018388 ,1100327,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,15.62,2,1,1,有,無,,760,48.66,否,,0,0,無,,,,
買賣,中正區,房地(土地+建物),羅斯福路三段211號,121.529811 ,25.019715 ,1080601,土地:1建物:1車位:,四層,,大樓(11層含以上有電梯),見其他登記事項,,,25.57,2,2,2,有,有,,2650,103.64,否,,0,0,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大同區,房地(土地+建物),南京西路56號,121.519291 ,25.052738 ,1100226,土地:1建物:1車位:,四層,,大樓(11層含以上有電梯),見其他登記事項,,,19.33,,,,無,有,,2120,109.67,否,,0,0,有,,,,
買賣,士林區,房地(土地+建物)+車位,中山北路六段290巷29弄11號,121.527440 ,25.109321 ,1100116,土地:1建物:1車位:1,五層,,華廈(10層含以下有電梯),住家用,,,16.65,2,1,1,有,有,,1218,73.15,是,升降機械1,0,0,有,,,,建築物含有：陽台外推、夾層、其他增建。
買賣,北投區,房地(土地+建物)+車位,中央北路三段118巷16號,121.483417 ,25.138245 ,1100405,土地:1建物:1車位:1,三層,,華廈(10層含以下有電梯),住家用,,,38.73,2,2,2,有,有,,1690,43.64,是,坡道機械1,0,150,有,,,,建築物含有：陽台外推。
買賣,萬華區,房地(土地+建物)+車位,東園街176號,121.498101 ,25.022217 ,1100225,土地:1建物:1車位:1,七層,,大樓(11層含以上有電梯),住家用,,,59.29,3,2,2,有,有,,2770,50.4,否,坡道平面1,9.29,250,有,,,,建築物含有：陽台外推。
買賣,文山區,房地(土地+建物),興隆路三段207巷12弄1號,121.561475 ,24.994772 ,1100325,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,27.95,3,2,2,有,有,,830,29.7,否,,0,0,無,,,,建築物含有：陽臺外推。
買賣,松山區,車位,寶清街101號,121.567910 ,25.052947 ,1100421,土地:1建物:1車位:1,地下一層,,,見其他登記事項,,,8.88,,,,有,有,,300,0,-,坡道平面1,8.87,300,有,,,,僅車位交易。
買賣,中正區,土地,河堤段五小段51號,121.532450 ,25.045150 ,1100428,土地:1建物:0車位:,,,,,,,0,,,,無,無,,289,18.95,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,松山區,房地(土地+建物),八德路三段199巷16號,121.556229 ,25.049085 ,1100413,土地:1建物:1車位:,四層,,華廈(10層含以下有電梯),住家用,,,20.39,2,2,2,有,有,,1545,75.77,否,,0,0,有,,,,
買賣,內湖區,土地,康寧段四小段136號,121.573212 ,25.054194 ,1100422,土地:2建物:0車位:,,,,,,,0,,,,無,無,,235,5.99,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。
租賃,內湖區,建物,成功路二段451號,121.590196 ,25.074293 ,1100331,土地:建物:1車位:,二層,011,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090731,29.67,2,2,1,有,有,有,3,1011.12,否,,0,0,,,,,含增建或未登記建物。
租賃,內湖區,建物,成功路四段186號,121.594255 ,25.083780 ,1100401,土地:建物:1車位:,十一層,015,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1050616,20.63,1,0,1,有,有,有,3,1308.77,否,,0,0,,,,,租金未含管理費
租賃,內湖區,建物,堤頂大道二段281號,121.565788 ,25.078513 ,1100401,土地:建物:1車位:,四層,006,辦公商業大樓,工業用,鋼筋混凝土造,0890118,69.22,,,,無,無,無,8,1083.5,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物),民權東路六段90巷15弄21號,121.586983 ,25.067940 ,1100404,土地:1建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730127,34.94,3,2,2,有,無,,1460,41.79,否,,0,0,無,,,,建築物含有：頂樓加蓋、其他增建、陽台外推。
租賃,中山區,建物,新生北路二段62巷16號,121.526681 ,25.056073 ,1100319,土地:建物:1車位:,十二層,019,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,23.28,2,1,2,有,有,有,5,2147.77,否,,0,0,,,,,
租賃,中山區,建物,林森北路107巷1號,121.525288 ,25.050353 ,1100305,土地:建物:1車位:,四層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030910,20.24,1,1,1,有,有,有,4,1729.25,否,,0,0,,,,,
租賃,中山區,建物,中山北路三段21號,121.522499 ,25.064522 ,1100406,土地:建物:1車位:,十層,014,辦公商業大樓,住家用,鋼筋混凝土造,0670121,26.15,,,,無,無,無,3,1070.75,否,,0,0,,,,,
租賃,中山區,建物,雙城街25巷1號,121.524430 ,25.066275 ,1100406,土地:建物:1車位:,五層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041221,60.08,3,2,2,有,無,有,12,1997.34,否,,0,0,,,,,
租賃,北投區,建物,文林北路301號,121.514737 ,25.105929 ,1100401,土地:建物:1車位:,五層,023,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040213,51.24,3,2,2,有,有,有,7,1323.19,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物),港華街51巷8弄21號,121.575014 ,25.083660 ,1100411,土地:1建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720611,34.05,3,2,2,有,無,,1230,36.12,否,,0,0,無,,,,
買賣,中山區,房地(土地+建物),中山北路二段93巷6號,121.523435 ,25.059317 ,1100328,土地:1建物:1車位:,四層,012,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940803,12.9,1,2,2,有,有,,1250,96.9,否,,0,0,有,,,,建築物含有：夾層、其他增建。
買賣,內湖區,房地(土地+建物)+車位,麗山街328巷46號,121.574500 ,25.082799 ,1100403,土地:2建物:1車位:1,"二層,三層",005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790421,48.45,4,3,3,有,有,,2580,62.6,否,坡道平面1,11.23,250,無,,,,
